"table_name","field_name","data_type","length","description_en","description_hr","business_meaning","example_value","domain_area","description_source","needs_review"
"MSKA","LGORT","CHAR","4","Storage location code within a plant for detailed inventory location tracking.","Šifra skladišne lokacije unutar pogona za detaljno praćenje lokacije zaliha.","Sub-plant organizational dimension for precise inventory positioning. Multiple storage locations can exist within one plant. Essential for warehouse management and goods movement tracking.","0001","inventory","sap_standard","0"
"MSKA","MATNR","CHAR","18","Material number that uniquely identifies a material master record.","Broj materijala koji jedinstveno identificira zapis osnovnih podataka materijala.","Primary key for material master data. Links to material specifications, procurement rules, and inventory records. Format typically 18-character alphanumeric with leading zeros.","000000000000100001","materials","sap_standard","0"
"MSKA","POSNR","NUMC","6","Sales document line item number within a sales document.","Broj stavke prodajnog dokumenta unutar prodajnog dokumenta.","Part of composite key with VBELN. Identifies specific line items within sales orders. Each line item can have different materials, quantities, and delivery requirements.","000010","cross_domain","sap_standard","0"
"MSKA","VBELN","CHAR","10","Sales document number that uniquely identifies a sales order or delivery.","Broj prodajnog dokumenta koji jedinstveno identificira prodajni nalog ili isporuku.","Primary key for sales documents. In procurement context, represents sales orders that drive special stock requirements. Links inventory allocation to specific customer commitments.","0000000001","cross_domain","sap_standard","0"
"MSKA","WERKS","CHAR","4","Plant code representing a physical location or organizational unit for production and inventory.","Šifra pogona koja predstavlja fizičku lokaciju ili organizacijsku jedinicu za proizvodnju i zalihe.","Organizational dimension for plant-specific inventory management. Each plant maintains separate stock levels and procurement processes. Used for multi-plant inventory reporting and analysis.","1000","org_structure","sap_standard","0"
"MVKE","KONDM","CHAR","2","Material pricing group used for condition determination in pricing procedures.","Grupa cijena materijala koja se koristi za određivanje uvjeta u procedurama cijena.","Controls which pricing conditions apply to the material. Used in condition technique to determine discounts, surcharges, and special pricing. Links material to pricing schema and condition records.","01","materials","sap_standard","0"
"MVKE","KTGRM","CHAR","2","Account assignment group for material determining G/L account determination.","Grupa kontiranja materijala koja određuje pronalaženje glavne knjige.","Controls automatic account determination for material-related transactions. Determines which G/L accounts are posted for inventory movements, cost of goods sold, and material consumption. Links to account determination configuration.","0001","finance","sap_standard","0"
"MVKE","MATNR","CHAR","40","Material number uniquely identifying a material in the system.","Šifra materijala koja jednoznačno identificira materijal u sustavu.","Primary key for materials in SAP. Links to material master data across all modules. Format varies by number range configuration but typically 18 digits with leading zeros.","000000000000100001","materials","sap_standard","0"
"MVKE","MVGR1","CHAR","3","Material group 1 for additional material classification and reporting.","Grupa materijala 1 za dodatnu klasifikaciju materijala i izvještavanje.","First of five possible material grouping fields for flexible material categorization. Used for reporting, analytics, and condition determination. Company-specific classification beyond standard material type and material group.","001","materials","sap_standard","0"
"MVKE","VKORG","CHAR","4","Sales organization code defining the organizational unit for sales activities.","Šifra prodajne organizacije koja definira organizacijsku jedinicu za prodajne aktivnosti.","Key organizational dimension in SD module. Controls pricing, customer assignment, and sales processes. Links to organizational structure and determines which materials can be sold in which organization.","1000","org_structure","sap_standard","0"
"MVKE","VTWEG","CHAR","2","Distribution channel defining the path through which materials reach customers.","Distribucijski kanal koji definira put kojim materijali dolaze do kupaca.","Sales and distribution dimension that controls material availability, pricing, and customer assignment. Common values include direct sales, retail, wholesale channels. Part of sales area determination with sales org and division.","10","org_structure","sap_standard","0"
"OBJK","EQUNR","CHAR","18","Equipment number uniquely identifying equipment in the equipment master.","Broj opreme koji jedinstveno identifikuje opremu u matičnim podacima opreme.","Primary key for equipment master records. Central to CPE management as it links procurement activities to deployed equipment instances. Enables tracking of equipment from purchase through installation, maintenance, and eventual retirement.","000000000010000001","equipment","sap_standard","0"
"OBJK","MATNR","CHAR","18","Material number uniquely identifying a material in the material master.","Broj materijala koji jedinstveno identifikuje materijal u matičnim podacima materijala.","Links object to specific material master record. Essential for CPE procurement as it connects equipment objects to purchasable materials and their attributes. Enables material-based reporting and inventory tracking for deployed equipment.","000000000000100001","materials","sap_standard","0"
"OBJK","OBJNR","CHAR","22","Object number providing standardized reference to SAP object management structures.","Broj objekta koji pruža standardizovanu referencu na SAP strukture upravljanja objektima.","Universal object identifier used across SAP modules for linking to object management framework. Contains encoded object type and key information. Enables cross-module references for equipment, materials, and assets in procurement and maintenance processes.","EQ0000000000100001","equipment","sap_standard","0"
"OBJK","OBKNR","NUMC","12","Object list number used as unique identifier in object management structures.","Broj liste objekata koji se koristi kao jedinstveni identifikator u strukturama upravljanja objektima.","Primary key component for object lists in SAP's object management system. Used to group related objects and components together in hierarchical structures. Critical for linking equipment, materials, and serial numbers in complex object relationships.","000000000001","equipment","sap_standard","0"
"OBJK","OBTYP","CHAR","2","Object type code defining the category of object being managed.","Kod tipa objekta koji definira kategoriju objekta koji se upravlja.","Categorizes objects into types such as equipment (EQ), material (MA), serial number (SN), or technical assets. Determines which master data tables and business processes apply to the object. Critical for system behavior and object lifecycle management.","EQ","equipment","sap_standard","0"
"OBJK","OBZAE","NUMC","8","Object counter serving as line number within object list structures.","Brojač objekata koji služi kao broj reda unutar struktura liste objekata.","Sequential counter that forms part of composite key with OBKNR. Enables multiple entries per object list, supporting complex equipment hierarchies and component breakdowns. Essential for maintaining order and relationships in multi-level object structures.","00000010","equipment","sap_standard","0"
"OBJK","SERNR","CHAR","18","Serial number providing unique identification for individual equipment instances.","Serijski broj koji pruža jedinstvenu identifikaciju za pojedinačne instance opreme.","Tracks individual equipment units throughout their lifecycle from procurement to deployment. Critical for CPE asset management, warranty tracking, and maintenance scheduling. Links to equipment master and enables granular inventory control.","SN123456789","equipment","sap_standard","0"
"OBJK","TASER","","","Technical asset number used for asset management identification.","","Identifies technical assets in the object hierarchy, likely connecting to asset master data for depreciation and financial tracking. In CPE context, links deployed equipment to fixed asset records for accounting and lifecycle management purposes.","TA0000001234","equipment","source_column_roles","0"
"RBKP","BELNR","CHAR","10","Unique document number for invoice document.","Jedinstveni broj dokumenta za fakturni dokument.","Primary key identifier for invoice documents in SAP. Used to uniquely identify each invoice record and link to related financial postings. Forms compound key with fiscal year (GJAHR).","5100000001","finance","sap_standard","0"
"RBKP","BLDAT","DATE","8","Document date of the invoice.","Datum dokumenta fakture.","Date when the invoice document was created or issued by the vendor. Used for aging analysis, payment terms calculation, and chronological sorting. Typically earlier than or equal to posting date (BUDAT).","20240315","finance","sap_standard","0"
"RBKP","BUDAT","DATE","8","Posting date when invoice was recorded in SAP.","Datum knjiženja kada je faktura zabilježena u SAP-u.","Date when the invoice was posted and became effective in the financial system. Used for period assignment, financial reporting cutoffs, and audit trails. Controls which accounting period the transaction affects.","20240318","finance","sap_standard","0"
"RBKP","EBELN","CHAR","10","Purchase order number referenced by this invoice.","Broj narudžbe na koju se odnosi ova faktura.","Foreign key reference to purchase order master data (EKKO). Links invoice to originating purchase order for three-way matching validation. Critical for procurement analytics to trace invoice back to purchase requisition and goods receipt.","4500000001","procurement","sap_standard","0"
"RBKP","GJAHR","NUMC","4","Fiscal year of the invoice document.","Fiskalna godina fakturnog dokumenta.","Fiscal year dimension used for financial reporting and period-based analysis. Part of compound key with document number (BELNR). Determines accounting period boundaries and year-end closing procedures.","2024","finance","sap_standard","0"
"RBKP","LIFNR","CHAR","10","Vendor number who issued the invoice.","Broj dobavljača koji je izdao fakturu.","Foreign key reference to vendor master data (LFA1). Identifies which supplier submitted the invoice. Used for vendor performance analysis, payment processing, and three-way matching with purchase orders and goods receipts.","0000100234","vendor","sap_standard","0"
"RBKP","RMWWR","CURR","13","Gross invoice amount in document currency.","Bruto iznos fakture u valuti dokumenta.","Total invoice value including taxes and other charges, expressed in document currency (WAERS). Primary measure for invoice value analysis, budget tracking, and financial reporting. Used in three-way matching to compare against purchase order values.","12500.00","finance","sap_standard","0"
"RBKP","USNAM","CHAR","12","User name who created or last changed the invoice record.","Korisničko ime korisnika koji je stvorio ili zadnji promijenio zapis fakture.","SAP user ID for audit trail and workflow tracking. Identifies who processed the invoice document, useful for performance analysis, error tracking, and compliance reporting. Links to user master data for organizational assignment.","HTUSER001","workflow","sap_standard","0"
"RBKP","WAERS","CHAR","5","Currency code of the invoice amounts.","Valutni kod iznosa fakture.","ISO currency code specifying the currency in which invoice amounts are expressed. Used for currency conversion, multi-currency reporting, and exchange rate calculations. Links to currency exchange rate tables.","HRK","finance","sap_standard","0"
"RBKP","XBLNR","CHAR","16","External reference document number from vendor.","Vanjski referentni broj dokumenta od dobavljača.","Vendor's original invoice number or external document reference. Used for reconciliation with vendor statements, audit trails, and linking to external systems. Often required for payment processing and dispute resolution.","INV-2024-0001","finance","sap_standard","0"
"RESB","BDMNG","QUAN","13","Required quantity of material in base unit of measure.","Potrebna količina materijala u osnovnoj mjeri.","Total quantity of material requested through the reservation. Represents the planned consumption amount that will be withdrawn from inventory. Used for material requirements planning and availability checking in procurement workflows.","100.000","materials","sap_standard","0"
"RESB","BDTER","DATE","8","Requirement date when the material is needed.","Datum potrebe kada je materijal potreban.","Target date for material availability and consumption. Used for scheduling goods issues and coordinating with procurement activities. Critical for CPE deployment projects to ensure equipment availability aligns with installation timelines.","20240315","materials","sap_standard","0"
"RESB","LGORT","CHAR","4","Storage location within the plant for the reserved material.","Skladišna lokacija unutar pogona za rezervirani materijal.","Subdivision of plant representing specific storage areas, bins, or zones. Enables precise inventory tracking and material location management. For CPE equipment, could distinguish between main warehouse, quarantine area, or field technician stock locations.","0001","inventory","sap_standard","0"
"RESB","MATNR","CHAR","40","Material number identifying the reserved material.","Broj materijala koji identificira rezervirani materijal.","Foreign key to material master data (MARA table). Identifies the specific material being reserved for withdrawal from stock. In CPE procurement context, represents telecom equipment, cables, or components needed for network deployment.","000000000000100001","materials","sap_standard","0"
"RESB","MEINS","UNIT","3","Base unit of measure for the reserved material.","Osnovna mjera za rezervirani materijal.","Standard unit of measurement from material master data. Defines how quantities are expressed and calculated for inventory movements. Common values include PC (pieces), KG (kilograms), or M (meters) depending on material type.","PC","materials","sap_standard","0"
"RESB","RSNUM","CHAR","10","Reservation number serving as unique document identifier.","Broj rezervacije koji služi kao jedinstveni identifikator dokumenta.","Primary key for reservation documents in SAP MM. Reservations are requests to withdraw materials from stock for specific purposes like production orders or cost centers. Links to reservation items (RSPOS) and connects to goods movements.","0000000123","materials","sap_standard","0"
"RESB","RSPOS","NUMC","4","Reservation item number within the reservation document.","Broj stavke rezervacije unutar dokumenta rezervacije.","Line item counter for individual materials within a reservation. Combined with RSNUM forms the complete primary key for reservation line items. Each RSPOS represents one material requirement with specific quantity and dates.","0010","materials","sap_standard","0"
"RESB","WERKS","CHAR","4","Plant where the material is reserved.","Pogon gdje je materijal rezerviran.","Organizational unit representing the physical location or business area where materials are stored and managed. In HT context, could represent regional warehouses, central depot, or field service locations for CPE equipment distribution.","1000","org_structure","sap_standard","0"
"RKPF","BKTXT","CHAR","25","Header text description for the reservation document.","Tekst opisa zaglavlja za dokument rezervacije.","Free-text field providing human-readable description of reservation purpose or context. Often contains project references, order descriptions, or special instructions. Useful for reservation categorization and business context analysis.","CPE Equipment Reserve","inventory","sap_standard","0"
"RKPF","RSDAT","DATE","8","Date when the reservation document was created.","Datum kada je kreiran dokument rezervacije.","Document creation date for material reservation. Used for temporal analysis of reservation patterns, workload distribution, and reporting periods. Critical for inventory planning and demand forecasting analytics.","20241115","inventory","sap_standard","0"
"RKPF","RSNUM","NUMC","10","Unique identifier for material reservation document.","Jedinstveni identifikator za dokument rezervacije materijala.","Primary key for reservation documents (RESB table). Material reservations are created for production orders, cost centers, or projects to allocate materials before actual goods issue. Links to reservation line items and consumption postings.","0000000001","inventory","sap_standard","0"
"RKPF","USNAM","CHAR","12","SAP user ID who created the reservation document.","SAP korisnički ID koji je kreirao dokument rezervacije.","User identification for audit trail and workload analysis. Enables tracking of reservation creation patterns by individual users, departmental activity analysis, and authorization compliance reporting.","MMUSER001","workflow","sap_standard","0"
"RSEG","BELNR","CHAR","10","Document number for invoice receipt document.","Broj dokumenta za račun primitka","Unique identifier for the invoice receipt document in SAP. Links to RBKP header table and enables three-way matching between purchase order, goods receipt, and invoice.","5105000001","finance","sap_standard","0"
"RSEG","BUZEI","NUMC","3","Line item number within the invoice receipt document.","Broj stavke","Sequential line item number within the invoice document. Forms part of the unique key along with BELNR and GJAHR. Each line represents one material or service invoiced.","001","finance","sap_standard","0"
"RSEG","EBELN","CHAR","10","Purchase order number referenced by this invoice line.","Broj narudžbe","Reference to the originating purchase order document. Enables three-way matching validation and links invoice line back to procurement master data and vendor agreements.","4500000001","procurement","sap_standard","0"
"RSEG","EBELP","NUMC","5","Purchase order line item number referenced by this invoice line.","Broj stavke narudžbe","Specific line item within the purchase order that this invoice line relates to. Used with EBELN to create precise line-to-line matching for procurement compliance and variance analysis.","00010","procurement","sap_standard","0"
"RSEG","GJAHR","NUMC","4","Fiscal year of the invoice document.","Fiskalna godina","Fiscal year component of the document key structure. Used for period-based reporting and archiving. Part of the compound key along with BELNR.","2024","finance","sap_standard","0"
"RSEG","MATNR","CHAR","18","Material number being invoiced.","Broj materijala","Material master identifier for the specific product or service being invoiced. Links to material master data for CPE equipment specifications, cost centers, and inventory management.","000000000000100001","materials","sap_standard","0"
"RSEG","MENGE","QUAN","13","Quantity invoiced in base unit of measure.","Količina","Invoiced quantity for the material or service. Used for three-way matching against purchase order quantity and goods receipt quantity to identify variances in CPE procurement workflows.","5.000","procurement","sap_standard","0"
"RSEG","WAERS","CUKY","5","Currency key for the invoice document.","Ključ valute","Currency code for the invoice amounts. References TCURC currency master table. Essential for multi-currency procurement reporting and financial consolidation in Helios Telecom Group reporting.","HRK","finance","sap_standard","0"
"RSEG","WRBTR","CURR","13","Invoice amount in document currency.","Iznos u valuti dokumenta","Total monetary value of the invoice line in document currency. Key measure for financial analysis, budget variance reporting, and three-way matching validation against purchase order pricing.","1250.00","finance","sap_standard","0"
"SER01","MATNR","CHAR","18","Material number identifying specific equipment or spare parts.","Broj materijala koji identificira opremu ili rezervne dijelove","Links service activities to specific materials such as CPE equipment, cables, or replacement components. Enables material consumption tracking and inventory integration in service processes.","000000000000100001","materials","sap_standard","0"
"SER01","MEINS","UNIT","3","Base unit of measure for material quantities.","Osnovna mjerna jedinica za količine materijala","Defines measurement unit for MENGE quantities such as pieces (PCE), meters (M), kilograms (KG). Critical for accurate inventory management and service documentation.","PCE","materials","sap_standard","0"
"SER01","MENGE","QUAN","13","Quantity of materials or services in service order line items.","Količina materijala ili usluga u stavkama naloga","Specifies quantities for materials consumed or services performed in service activities. Used with MEINS for proper unit handling and inventory impact calculations.","5.000","equipment","sap_standard","0"
"SER01","OBKNR","CHAR","10","Object number for service order or equipment object.","Broj objekta za servisni nalog ili opremu","Unique identifier linking service orders to specific equipment objects or service items. Used in service management workflows to track equipment maintenance and repair activities.","1000000001","equipment","sap_standard","0"
"SER01","OBZAE","NUMC","8","Object counter for sequential numbering within object list.","Brojač objekata za sekvencijalno numeriranje","Sequential line counter forming composite key with OBKNR. Enables multiple entries per object for detailed service documentation or multi-step service processes.","00000001","equipment","sap_standard","0"
"SER01","EBELP","NUMC","6","Item number for line-level identification within service documents.","Broj stavke za identifikaciju na razini reda","Standard SAP line item number enabling detailed breakdown of service orders into individual components, materials, or service steps. Forms part of composite key structure.","000010","equipment","sap_standard","0"
"SER01","EBELN","CHAR","12","Service order number for maintenance and repair activities.","Broj servisnog naloga za aktivnosti održavanja","Identifies specific service orders in equipment maintenance workflows. Links to service planning documents and tracks service execution from requisition to completion.","400000000001","equipment","sap_standard","0"
"SER01","SDESSION_TYPE","","","Service session type classification for different service categories.","","Categorizes service sessions by type such as maintenance, repair, installation, or diagnostic sessions. Custom field specific to HT service management processes.","MAINTENANCE","equipment","source_column_roles","0"
"SER03","MATNR","CHAR","18","Material master number for products and services.","Broj glavne kartice materijala za proizvode i usluge","Unique identifier for materials, equipment, spare parts, and services in SAP Material Master. Central key for linking procurement documents, inventory movements, and equipment BOMs in CPE analytics workflows.","000000000000100001","materials","sap_standard","0"
"SER03","MEINS","UNIT","3","Base unit of measure for material quantities.","Osnovna mjera za količine materijala","Unit of measure code (EA=Each, KG=Kilogram, PC=Piece, etc.) that qualifies quantity fields like MENGE. Essential for proper quantity calculations, inventory management, and procurement analytics in multi-unit environments.","EA","materials","sap_standard","0"
"SER03","MENGE","QUAN","13","Quantity of materials or services in base unit of measure.","Količina materijala ili usluga u osnovnoj mjeri","Numeric quantity field for materials, spare parts, or service units. Used with MEINS for complete quantity specification. Key measure for inventory analysis, procurement planning, and equipment maintenance quantity tracking.","5.000","inventory","sap_standard","0"
"SER03","OBKNR","CHAR","12","Object list number for service object identification.","Broj liste objekata za identifikaciju servisnog objekta","Unique identifier for service objects in SAP service management. Used to track equipment, installations, or functional locations that require service operations. Links service orders to specific technical objects.","000000000123","equipment","sap_standard","0"
"SER03","OBZAE","NUMC","4","Object counter for line item sequencing in object management.","Brojač objekata za sekvenciranje stavki u upravljanju objektima","Counter field that serves as part of composite key with OBKNR. Enables multiple line items or components to be associated with a single service object, supporting hierarchical object structures.","0010","equipment","sap_standard","0"
"SER03","ZEILE","NUMC","6","Item number for line item identification within documents.","Broj stavke za identifikaciju stavke unutar dokumenata","Sequential line item number used across SAP documents including purchase orders, service orders, and equipment BOMs. Enables detailed tracking of individual components, services, or materials within larger procurement or service transactions.","000010","cross_domain","sap_standard","0"
"SER03","MBLNR","","","Service order number for maintenance and repair activities.","","Unique identifier for service orders in SAP Plant Maintenance or Service Management. Links to maintenance activities, work orders, and service requests for equipment and installations in procurement-to-deploy lifecycle.","000012345678","equipment","source_column_roles","0"
"SER03","SDESSION_TYPE","","","Session type classification for service operations.","","Categorical field distinguishing different types of service sessions or operational contexts. May indicate planned maintenance, emergency repair, inspection, or other service activity types in equipment lifecycle management.","MAINT","equipment","source_column_roles","0"
"SERI","ACCESSION_DATE","DATE","8","Accession date when equipment or serial number was recorded into inventory.","","Timestamp marking when serialized equipment was formally recorded and accepted into HT inventory systems. Custom field tracking the accession process for CPE equipment lifecycle management.","20240315","equipment","column_name_convention","0"
"SERI","EQUNR","CHAR","18","Equipment master number for asset and maintenance tracking.","Broj opreme za praćenje imovine i održavanja","SAP equipment master record number enabling asset lifecycle management and maintenance scheduling. Created when serialized equipment transitions from inventory to deployed asset status in the telecommunications network.","100000001","equipment","sap_standard","0"
"SERI","MBLNR","CHAR","10","Delivery document number identifying goods receipt or shipment.","Broj isporuke za identifikaciju primitka ili otpreme robe","Delivery number linking serial number records to specific inbound or outbound delivery documents. Critical for tracking equipment from receipt through deployment in CPE procurement workflows.","1800000001","goods_receipt","sap_standard","0"
"SERI","MATNR","CHAR","18","Material master number identifying product or equipment type.","Broj materijala za identifikaciju proizvoda ili vrste opreme","SAP material master key defining the equipment type, specifications, and procurement parameters. Links serial numbers to product catalogs and enables standardized CPE equipment management across procurement processes.","000000000000100001","materials","sap_standard","0"
"SERI","OBKNR","CHAR","22","SAP object number for document or transaction identification.","SAP broj objekta za identifikaciju dokumenta ili transakcije","Generic SAP object number used as a key identifier across various document types and business processes. Links to related objects and enables cross-referencing within SAP modules.","1000000001","cross_domain","sap_standard","0"
"SERI","ZEILE","NUMC","6","Line item number within delivery or document.","Broj stavke unutar isporuke ili dokumenta","Sequential item number identifying specific line items within delivery documents or material documents. Used together with document number to uniquely identify individual equipment items or material movements.","000010","cross_domain","sap_standard","0"
"SERI","SERNR","CHAR","18","Serial number uniquely identifying individual equipment unit.","Serijski broj za jedinstvenu identifikaciju pojedinačne opreme","Manufacturer-assigned serial number for individual CPE equipment units. Primary key for tracking specific devices through procurement, inventory, deployment, and maintenance processes at Helios Telecom.","HT240001234567","equipment","sap_standard","0"
"T001","BUKRS","CHAR","4","Company code identifier that represents an independent legal entity for accounting purposes.","Kod društva koji predstavlja nezavisnu pravnu osobu za računovodstvene svrhe.","Primary organizational key in SAP that segments all business transactions by legal entity. Essential for financial reporting and compliance. Used as foreign key throughout procurement, inventory, and financial documents.","1000","org_structure","sap_standard","0"
"T001","BUTXT","CHAR","25","Company code description providing human-readable name for the company code.","Opis koda društva koji pruža čitljiv naziv koda društva.","Descriptive text field that provides the full company name or abbreviated description corresponding to the BUKRS company code. Used for reporting and user interfaces to display meaningful company names instead of numeric codes.","Helios Telecom d.d.","org_structure","sap_standard","0"
"T001","LAND1","CHAR","3","Country key identifying the country where the company code is registered.","Ključ zemlje koji identificira zemlju u kojoj je registriran kod društva.","ISO country code that determines legal and tax regulations applicable to the company code. Critical for international procurement, customs processing, and regulatory compliance across different jurisdictions.","HR","org_structure","sap_standard","0"
"T001","ORT01","CHAR","25","City name where the company code is located.","Naziv grada gdje se nalazi kod društva.","Geographic location field indicating the primary city where the company code entity is headquartered or registered. Used for regional analysis and address information in procurement and vendor management contexts.","Zagreb","org_structure","sap_standard","0"
"T001","SPRAS","LANG","1","Language key defining the primary language for the company code.","Ključ jezika koji definira primarni jezik za kod društva.","System language setting that determines default language for texts, documents, and user interfaces within this company code. Affects procurement document language and communication with vendors in multi-language environments.","H","org_structure","sap_standard","0"
"T001","WAERS","CUKY","5","Local currency key for the company code's primary operating currency.","Ključ lokalne valute za primarnu operativnu valutu koda društva.","Default currency used for all financial transactions and reporting within this company code. Essential for currency conversion in multi-currency procurement scenarios and financial consolidation processes.","HRK","finance","sap_standard","0"
"T001L","LGOBE","CHAR","16","Description of the storage location.","Opis skladišta.","Human-readable text description providing the name or designation of the storage location identified by LGORT. Used for display purposes in transactions and reports to make storage locations more recognizable to users.","Main Warehouse","inventory","sap_standard","0"
"T001L","LGORT","CHAR","4","Storage location identifier within a plant.","Identifikator skladišta unutar pogona.","Four-character key identifying a specific storage location within a plant where materials are kept. Combined with plant (WERKS) forms unique identifier for storage locations in inventory management and goods movements.","0001","inventory","sap_standard","0"
"T001L","WERKS","CHAR","4","Plant identifier within a company code.","Identifikator pogona unutar šifre društva.","Four-character key identifying a physical location or organizational unit where business activities occur. Used as primary key for plant-specific data and joins to other plant-dependent tables in logistics and production modules.","1000","org_structure","sap_standard","0"
"T001W","BUKRS","CHAR","4","Company code to which the plant belongs.","Kod društva kojem pogon pripada.","Links the plant to its controlling company code for financial reporting and organizational hierarchy. Determines accounting principles, currency, and chart of accounts used for plant-related transactions.","1000","org_structure","sap_standard","0"
"T001W","LAND1","CHAR","3","Country key for plant location.","Ključ zemlje za lokaciju pogona.","ISO country code identifying the country where the plant is located. Essential for tax calculations, customs procedures, legal compliance, and international procurement processes.","HR","org_structure","sap_standard","0"
"T001W","NAME1","CHAR","30","Plant name or description.","Naziv ili opis pogona.","Human-readable name or description of the plant, typically containing location or functional designation. Used for reporting and user interfaces to provide meaningful context to the plant code.","Zagreb Main Plant","org_structure","sap_standard","0"
"T001W","ORT01","CHAR","25","City where the plant is located.","Grad u kojem se pogon nalazi.","Geographic city designation for the plant location. Used for logistics planning, shipping calculations, and regional analysis of operations and procurement activities.","Zagreb","org_structure","sap_standard","0"
"T001W","WERKS","CHAR","4","Plant identifier in SAP system.","Identifikator pogona u SAP sustavu.","Unique 4-character key identifying a physical or logical plant within the company structure. Critical for material planning, production, and inventory management across different locations.","1000","org_structure","sap_standard","0"
"T023","MATKL","CHAR","9","Material group code for categorizing materials by procurement type.","Šifra grupe materijala za kategorizaciju materijala po vrsti nabave.","Standard SAP material group identifier used to classify materials for procurement, pricing, and reporting purposes. Links to material master records and purchasing documents. Common values include equipment categories like network infrastructure, customer premises equipment, installation materials.","ZCPE001","materials","sap_standard","0"
"T023","WGBEZ","CHAR","20","Material group description text corresponding to material group code.","Opis grupe materijala koji odgovara šifri grupe materijala.","Human-readable description of the material group classification. Provides business-friendly text for material group codes used in reports and user interfaces. Typically contains descriptive names like 'Customer Premises Equipment', 'Network Hardware', 'Installation Services'.","CPE Equipment","materials","sap_standard","0"
"T024","EKGRP","CHAR","3","Purchasing group code identifier.","Šifra nabavne grupe","Three-character code identifying a purchasing group within the organization. Used as primary key for purchasing group master data and foreign key in purchasing documents to determine responsible buyer/group.","001","procurement","sap_standard","0"
"T024","EKNAM","CHAR","18","Purchasing group name or description.","Naziv nabavne grupe","Human-readable name or description of the purchasing group. Provides descriptive text for the purchasing group code (EKGRP) for reporting and user interface purposes.","Network Equipment","procurement","sap_standard","0"
"T024E","BUKRS","CHAR","4","Company code representing the smallest organizational unit for external reporting.","Šifra društva koja predstavlja najmanju organizacijsku jedinicu za vanjsko izvještavanje.","Fundamental SAP organizational element that represents a legal entity for financial accounting. Controls chart of accounts, fiscal year variant, and currencies. Links purchasing organizations to specific companies for financial postings and compliance.","1000","org_structure","sap_standard","0"
"T024E","EKORG","CHAR","4","Purchasing organization identifier that controls procurement activities.","Identifikator nabavne organizacije koja kontrolira nabavne aktivnosti.","Key organizational unit in SAP MM that defines purchasing authority and responsibility. Links purchase documents to specific procurement teams. Used as primary key in purchasing master data and foreign key in procurement transactions.","1000","org_structure","sap_standard","0"
"T024E","EKOTX","CHAR","20","Purchasing organization description text providing human-readable name.","Tekstualni opis nabavne organizacije koji pruža čitljiv naziv.","Descriptive text field that provides meaningful business names for purchasing organizations. Typically contains organizational unit names like 'Central Procurement', 'Regional Purchasing', or division-specific procurement teams. Used for reporting and user interface display.","Central Procurement","org_structure","sap_standard","0"
"T024E","LAND1","CHAR","3","Country key following ISO country code standard for geographic identification.","Ključ zemlje prema ISO standardu šifri zemalja za geografsku identifikaciju.","ISO 3166-1 alpha-3 country code that identifies the geographical location of organizational units. Used for tax determination, legal compliance, and regional procurement rules. Common values include DEU (Germany), HRV (Croatia), AUT (Austria).","HRV","org_structure","sap_standard","0"
"T156","BTEXT","CHAR","20","Movement type description providing human-readable text for the movement type code.","Opis vrste kretanja koji pruža tekst čitljiv korisniku za šifru vrste kretanja.","Descriptive text paired with BWART movement type code, typically stored in user's language. Examples: 'GR goods receipt', 'Goods issue Cost Ctr', 'Transfer posting'. Used in reports and user interfaces to display meaningful movement type names.","GR goods receipt","inventory","sap_standard","0"
"T156","BWART","CHAR","3","Movement type code that categorizes the type of goods movement or inventory transaction.","Šifra vrste kretanja koja kategorizira tip kretanja robe ili skladišne transakcije.","Standard SAP movement type codes like 101 (goods receipt to stock), 261 (goods issue to cost center), 501 (goods receipt without purchase order). Critical for inventory transaction classification and automatic account determination in material movements.","101","inventory","sap_standard","0"
"T156","SHKZG","CHAR","1","Debit/credit indicator that determines the posting direction for financial and quantity updates.","Indikator duguje/potražuje koji određuje smjer knjiženja za financijska i količinska ažuriranja.","Standard SAP indicator with values S (debit/plus) and H (credit/minus) that controls whether inventory quantities and values are increased or decreased. Essential for proper accounting treatment in goods movements and material document postings.","S","inventory","sap_standard","0"
"ZMM_APPROVAL_LOG","APPROVAL_ID","CHAR","10","Approval record ID (PK)","ID odobrenja","Surrogate key for each approval-workflow record, format ZAPR000001-ZAPR000500.","ZAPR000001","workflow","existing","0"
"ZMM_APPROVAL_LOG","APPR_DATE","CHAR","8","Approval date (YYYYMMDD)","Datum odobrenja","Date approver acted on record, stored as SAP VARCHAR(8) YYYYMMDD. NULL while status=01 (Pending Review). Typically 0-14 days after invoice BUDAT.","20250810","workflow","existing","0"
"ZMM_APPROVAL_LOG","APPR_STATUS","CHAR","2","Approval status code","Status odobrenja","Workflow state: 01=Pending Review, 02=Approved, 03=Rejected, 04=Escalated. Decoder: zmm_approval_status seed.","02","workflow","existing","0"
"ZMM_APPROVAL_LOG","APPR_USER","CHAR","12","Approver user ID","ID odobravatelja","SAP user ID of approver (pool of 10 for this demo: U0001-U0010). Used for workload distribution analysis.","U0003","workflow","existing","0"
"ZMM_APPROVAL_LOG","BELNR","CHAR","10","FI document number","Broj FI dokumenta","Invoice number referencing RBKP.BELNR (the invoice this approval applies to). 80% of rows correlate to real rbkp rows; 20% are synthetic for approvals on out-of-sample invoices.","1900000001","finance","existing","0"
