id,date,decision,hypothesis,what_we_did,what_happened,conclusion,version,never_repeat,reverted
78,2026-04-26,theme_1_c1_dar_status_surfacing_lands_with_loader_saturation_caveat,"Theme 1 sub-item 4 of known_issue #69 (the term-analysis attestation umbrella) claims: skipped DARs sit in term-analysis context bundles indistinguishable from success DARs because the loader projects only id/analysis_type/source_tables/result_json (status excluded), and the iteration prompt has no directive teaching skipped semantics. Per decision #73 (per-source consumption directives required), bundle inclusion is necessary but not sufficient - closing this requires both a loader change AND a prompt directive.","C1 commit per the scoping review: (1) scripts/_context_assembler.py:_load_dynamic - DAR SELECT primary (L974) + id-less fallback (L982) now project status. Renderer prepends multi-line STATUS=SKIPPED (with skip_reason: line, fallback to '(not provided)' on missing key or JSONDecodeError) and STATUS=ERROR headers for non-success rows. Success rows render as plain CSV - byte-shape unchanged vs pre-C1 to avoid noise on the dominant 207-row success path. (2) scripts/prompts/term_injection_iteration_prompt.md - directive #3 (DAR ROWS) gains a 5th sub-bullet teaching that STATUS=SKIPPED means 'analyzer ruled inapplicable' rather than 'evidence absent', with explicit guidance NOT to cite skipped DARs as positive evidence. (3) tests/test_context_assembler.py - 4 new tests: T1 status column in SELECT, T2 full skipped rendering with success-row regression guard, T3 missing-skip_reason fallback, T4 STATUS=ERROR rendering. Reflection + finalization prompts unchanged (delegation language stays valid since directive count is unchanged).","All 30 tests pass (26 existing + 4 new). Synthetic end-to-end smoke against real seed rows (join_cardinality filtered to bypass loader saturation): BG027 scope renders 14 STATUS=SKIPPED + 3 STATUS=ERROR blocks correctly, success rows have no STATUS prefix. Brief's literal smoke (BG027 bundle with mard scope showing DAR-00107) discovered UNREACHABLE today - top-50 most-recent active DARs are 100% join_cardinality success rows from recent lazy cardinality-analysis work, crowding out all 36 active skipped + 5 error EDA-analyzer DARs. Pre-existing loader-window issue, not a C1 regression. Recorded as new known_issue #93 (high priority - nullifies production value of Theme 1 sub-items 3/4/5 until resolved).",C1 lands cleanly. Loader + renderer + prompt directive are correct in isolation (proven by 4 unit tests + synthetic real-data smoke). Production value gated on known_issue #93 (LIMIT-50 saturation by join_cardinality). #93 should land BEFORE Theme 1 C2/C3/C4 commits to avoid shipping code that has no production effect. C1 itself is shippable - the renderer is forward-compatible with #93's fix and the unit tests guard against regression in the rendering logic. Recommended sequencing: ship C1 -> fix #93 -> resume C2 (deterministic-analyzer directives) -> C3 (TAR attestation) -> C4 (Stage A blockers).,v2.1.0,false,false
79,2026-04-26,issue_93_filter_join_cardinality_from_generic_dar_dump_option_alpha,"C1 smoke (commit pending) revealed the DAR loader's LIMIT 50 is 100% saturated by recent join_cardinality DARs (251 active, all newer than every EDA-analyzer DAR). Result: zero EDA-analyzer DARs reach term-analysis context bundles for create_s2t / pre_s2t_reasoning purposes, nullifying C1's STATUS-prefix rendering and gating Theme 1 sub-items 3-5. Cardinality DARs already render in their own dedicated block (commit 8af2eec) as structured per-pair evidence, so the generic dump's raw result_json blob is redundant content. Filtering analysis_type='join_cardinality' from the generic dump SELECT loses no information and frees the LIMIT 50 budget for EDA DARs.","Applied Option alpha per #93 spec: added AND analysis_type != 'join_cardinality' to scripts/_context_assembler.py:_load_dynamic's DAR SELECT (both primary L974 and id-less fallback L982-987). Conditional on purpose in ('create_s2t', 'pre_s2t_reasoning') to mirror the dedicated cardinality block's gating - other purposes (eda_classification, eda_sql_generation, etc.) preserve cardinality in the generic dump since they have no dedicated block. 4 new tests in tests/test_context_assembler.py: T1 filter active for CS2T, T1b cardinality preserved for non-CS2T (extra test guarding the gating decision), T2 dedicated block regression-guarded, T3 end-to-end STATUS=SKIPPED/ERROR visibility. Investigated and rejected Option beta (scope-aware ORDER BY) via B1-B4 feasibility: BLOCKED for BG027/BG007 because cardinality DARs overlap CPE scopes via mseg. Filed beta as #94 deferred follow-up with reframed scope. Closed #93 same day.","All 34 tests pass (26 pre-C1 + 4 C1 + 4 #93). Live BG027 smoke: 29 in-scope EDA-analyzer DARs reach the bundle (was 0 pre-fix), including 14 STATUS=SKIPPED + 3 STATUS=ERROR with C1's directive-taught semantics. Dedicated cardinality block intact (join_cardinality_rendered=True). Zero cardinality DAR rows in generic dump. Bundle size 8568 tokens vs 12573 pre-fix - ~4K saved by removing duplicate cardinality content. Production effect of C1 + #93 unblocked.","#93 closed. C1's STATUS-prefix rendering now reaches the LLM in production. Theme 1 C2 (deterministic-analyzer directives), C3 (TAR attestation), C4 (Stage A blocker surfacing) can now ship with the confidence that their DAR-targeting work has visible production effect. Recommended next: C2 → C3 → C4. Beta (#94) deferred; partition-by-analysis_type (#95) not filed yet (only file if 50/134 EDA coverage proves insufficient for a specific term). Pre-existing weakness noted but not addressed: the dedicated cardinality block does not emit DAR-NNNNN ids verbatim, so cardinality DARs cannot be cited in dar_consumed attestation. Pre-existing condition (was true pre-#93 too); directive #3 doesn't teach cardinality consumption either, so LLM doesn't cite cardinality DAR ids in practice anyway. Future refinement, not a Theme 1 blocker.",v2.1.0,false,false
80,2026-04-26,per_pair_dar_surfacing_replaces_recency_only_limit,"Replace _load_dynamic's recency-only ORDER BY + LIMIT 50 with per-(analysis_type, source_tables, json-extracted col_name)-pair surfacing via DuckDB QUALIFY ROW_NUMBER, scope filter pulled into SQL via list_intersect, LIMIT raised to 100. The pre-fix design starved entire scope tables silently when EDA batches ran on subsets of scope (BG027 mard starvation pattern: 2026-04-25 batch ran on equi/mseg/mkpf/objk only; mard's 2026-04-24 rows lost on recency under LIMIT 50; bundle carried zero mard evidence including DAR-00109 mard schema_discovery - the load-bearing FK candidates). | Hypothesis: Per-pair surfacing + raised LIMIT recovers starved-table evidence without crowding out other in-scope rows.","QUALIFY ROW_NUMBER OVER (PARTITION BY analysis_type, source_tables, COALESCE(json_extract_string(result_json, '$.col_name'), '')) ORDER BY executed_at_utc DESC = 1, then ORDER BY executed_at_utc DESC LIMIT 100. Scope filter via len(list_intersect(string_split(LOWER(source_tables), ','), ?::VARCHAR[])) > 0 in WHERE. JSON-aware partition preserves performance_baseline per-column rows (DAR-00130/131/132 for mard's 3 numeric cols) and cleanly handles 6 residual #73 supersede-bug pairs.","BG027 measurement post-fix at production budget (12K dynamic for pre_s2t_reasoning): all 12 previously-dropped DARs surface including DAR-00109. Three independent verification rounds (V1-V6 confirmed cardinality double-rendered as content / Option beta BLOCKED via B1-B4 / Step 4c R1-R3 calibrated LIMIT=100). Step 4c confirmed BG027 at 55 partitions is the 27-term distribution max (median 14, p75 29) - LIMIT 100 has 1.5x headroom against typical scopes.","Per-pair surfacing is a structural improvement over recency-only - eliminates wasted slots from supersede-bug duplicates, guarantees one row per (type, tables, col_name) partition, and combined with LIMIT 100 fits realistic scope distributions with headroom. Future analyzer-batching work should assume per-pair semantics.",theme_1_subitem_4,false,false
81,2026-04-26,schema_discovery_renders_compact_structural_facts_only,"Render schema_discovery DAR result_json in a compacted structural form (PK columns + confidence; FK pairs from->to with RI% + confidence bucket; relationship shapes with kind + columns) rather than as the raw JSON blob. Drop the verbose evidence prose strings (e.g., ""count(distinct BANFN) = 2200, row_count = 2200, no nulls"") and prose fields (distinct_ratio, null_count, value_overlap_count) from the bundle render. | Hypothesis: The verbose evidence supports analyst review of the underlying analysis but is redundant for LLM consumption - the LLM needs structural facts to cite as ground truth join keys, not prose justifying those facts.","Per-row schema_discovery rendering branch in _context_assembler.py emits ""PK: <cols> (confidence=<v>)"" / ""FK: <from> -> <to> (RI=<pct>%, confidence=<bucket>)"" / ""SHAPE: <kind> on <cols>"" lines. All other analysis_types keep raw result_json rendering.","Per-row size dropped from ~11.6K chars to ~1.5-2K chars (~80% reduction). For BG027's 5 schema_discovery rows this reclaimed ~50K chars, bringing bundle from ~25K tokens to ~12K tokens at production budget. DAR-00109 reaches the LLM rendered (was being silently truncated under raw-blob rendering).","Per-analyzer rendering policy is a legitimate optimization surface when an analyzer's result_json contains both structural facts and supporting evidence prose. Future analyzers with similar shapes (verbose evidence + compact structural conclusions) should consider compact rendering at design time, not retrofit. The structural facts must be sufficient for the LLM consumption directive that will read them.",theme_1_subitem_4,false,false
82,2026-04-26,pre_s2t_reasoning_business_layer_demoted_based_on_observed_utilization,"Layer budget allocations should be sized against observed content utilization, not theoretical maximums. The pre_s2t_reasoning.business layer was allocated 12000 tokens (HEAVY=40 units of 150 total). BG027 measurement post-#95 showed actual business-layer rendered size at 762 tokens - 6.4% utilization. The unused 11238 tokens were not reclaimable by other layers under the current weight system without an explicit weight change. Demoting business HEAVY -> heavy (40 -> 25 units) reallocated 1333 tokens to dynamic, where schema_discovery's correctly-rendered structural facts needed the headroom to fit without truncation.",Single-line edit in PURPOSE_WEIGHTS demoting pre_s2t_reasoning.business from HEAVY (40) to heavy (25). Other layer weights for pre_s2t_reasoning unchanged. create_s2t weights NOT modified - its static-layer overflow is filed separately as #97.,Actual post-redistribution measurement (commit bfc7b4f): BG027 pre_s2t_reasoning bundle renders at 12988 tokens against the new 13333-token dynamic budget - fits without any truncation needed. First time in the Theme 1 Stage that the bundle assembles cleanly without hitting the truncation gate. (The fix-up commit message estimated ~13180/13333 with ~150-token TAR-tail residual; actual smoke showed cleaner numbers. Recorded here for audit trail accuracy.) Verified via 42/42 test pass including the new test_pre_s2t_reasoning_dynamic_budget_post_redistribution regression guard.,"Layer-budget audits should be informed by observed utilization rather than theoretical allocation guesses. Same pattern likely applies elsewhere: create_s2t has static-layer overflow at ~979 tokens (filed as #97); ontology layer at ~23% utilization across purposes (1740 tokens used of 7500-12000 budget); business layer remains at ~9% utilization even at the new 8333-token cap. Future budget tuning across purposes should anchor on observed data, not theoretical maximums. Filed #97 to capture the create_s2t case explicitly; the broader cross-purpose audit is post-Theme-1 work.",theme_1_subitem_4_followup,false,false
83,2026-04-26,runner_attestation_preservation_bug_fixed_post_BG027_diagnostic,"The runner's _trace_entry was discarding 5 of 7 LLM-emitted attestation fields (ontology_consumed, domain_facts_consumed, analysis_findings_consumed, dar_consumed, prior_bar_consumed), preserving only semantic_model_consumed and dbt_semantic_model_consumed via gates_result threading. When finalization is skipped (budget projection at iteration 1), the deterministic _synthesize_finalization_from_trace path's _union_field reads from it.get(""response"") - but trace entries lacked a response key. Result: synthesized BAR rows had empty attestation regardless of what the LLM actually emitted, triggering hard_stop_finalization_attestation_failure on every term that hit the budget-projection skip path.","Patched _trace_entry to preserve the LLM's full 7-field attestation echo under a ""response"" key on each trace entry. _union_field's existing primary path now finds the data correctly. Validated empirically: BG027 re-run showed iteration LLM emitted 15 distinct DAR IDs across 2 iterations (DAR-00298, DAR-00328 explicitly); pre-fix BAR-00002 stored []; post-fix BAR-00003 stored 12 unique deduplicated IDs. 292/292 tests pass.",BG027 convergence reason changed from hard_stop_finalization_attestation_failure (artificial blocker) to hard_stop_scope_mismatch (legitimate signal - see related BG027 unanswerability issue). The LLM was doing exactly what Theme 1's directives instructed. The runner was discarding the work.,Theme 1's audit-discipline thesis is operating correctly. The discovered bug had been silently active since the iteration-attestation gate was added - pre-Theme-1 baseline didn't have the gate so the runner's data-loss was invisible; post-Theme-1 the gate caught its own runner's bug. This kind of latent bug surfacing is the discipline's expected behavior.,theme_1_followup_runner_fix,false,false
84,2026-04-26,c5_sourcing_recommendations_partially_viable_validation_layer_required,The reframed demo value proposition wants the system to use LLM training-time SAP knowledge to recommend missing tables when terms are unanswerable from current scope. C5 viability experiment ($0.013 cost): tested whether a one-shot LLM call with BG027's unanswerability context produces useful sourcing recommendations.,"Single API call to claude-sonnet-4-20250514 with BG027's term + scope + empirical gap as context. Asked for recommended SAP tables with join keys, descriptions, and confidence. Evaluated against 4 quality checks: specific tables (PASS), table existence (PARTIAL - 3/5 real & accurate, 2/5 hallucinated in important ways), join path specificity (PASS), confidence calibration (FAIL - confidence labels reflected ""real-namespace name?"" not ""description correct?"").","The LLM's primary recommendation (SER01 as the actual missing bridge) was correct and accurately described - top-1 recommendation would lead an analyst to the right answer. But ~40% of secondary recommendations had plausible-sounding wrong descriptions paired with high/medium confidence (e.g., SER02 marked ""High - Status History"" when SER02 is actually a doc-header-index for physical inventory). Shipping verbatim LLM output would mislead analysts on real integration effort.","C5 is technically viable but requires a validation layer between LLM output and analyst-facing recommendations. Three validation options ranked by cost: (a) curated allowlist via sap_data_dictionary.csv extension, (b) tool-augmented prompt with grounded source lookup, (c) empirical pre-flight against existing schema_discovery FK output. Recommended approach: combination of (a) + (c) - allowlist gives high-confidence verified recommendations, empirical cross-check filters hallucinated tables, unverified LLM hypotheses surface separately marked ""consult your SAP team."" C5 LOC estimate revised from initial ~100-150 to ~200-300 with validation layer. C5 is the right next-move for demo readiness given the reframed value proposition prioritizes ""tells you what to ingest"" over just ""refuses bad SQL"".",theme_1_followup_c5_design,false,false
85,2026-04-27,c5_pre_phase_1_experiments_complete,Phase 1 implementation needs empirical validation of (1) catalog-grounding token cost across scope variants and (2) validation-layer classification accuracy + jaccard threshold calibration before Phase 1 LOC is committed. Q1 + Q2 experiments designed to produce concrete inputs.,"Ran Q2 first ($0 cost, mock 7-row catalog from sapdatasheet.org for SER01/SER02/SER03/EQUZ/ITOB plus MARA/EKKO controls). All 7 expected classifications matched. Calibrated threshold = 0.30 (stable plateau [0.15, 0.40]). Surfaced ITOB-as-VIEW finding requiring Table Category=TRANSP filter. Then ran Q1 ($0 cost, draft 19-row catalog across 3 scope variants). Variant C costs $0.0105 first call / $0.0031 cached - 5x under design's $0.05/BAR ceiling. Sanity flag GREEN: 0% true false positives across all variants. Surfaced Q1 finding: sapdatasheet.org top-N is structural/alphabetical, not importance-ranked.","Phase 1 design-ready. Five concrete commitments locked in: (1) scraper filters Table Category=TRANSP, (2) validation threshold=0.30, (3) key_fields top-N=15-20, (4) scope=Variant C (~50 tables), (5) Anthropic prompt caching on catalog block. Phase 2 backlog grew with two refinements (full-schema catalog, case-C sub-classification via PK overlap). Three additional genuine SER0x-style divergences surfaced (EQBS, SERI alongside SER01/SER03).","Cost is not the binding constraint for C5. The validation layer's design works as specified. Phase 1 implementation can proceed with empirical foundations rather than placeholders. The pre-Phase-1 gate served its purpose: caught the top-N sampling bias before Phase 1 committed to it as the production approach (Phase 2 fix is now scoped, not retroactive).",theme_1_followup_c5_design,false,false
86,2026-04-28,c5_trigger_broadened_to_option_b_convergence_reasons,"Option B's gate fires deterministically and breaks the iteration loop on first fire. C5's existing trigger (consecutive scope_sanity=no twice) does not match Option B's single-fire shape, so on Option B hard-stops C5 silently doesn't fire and the analyst gets no actionable output. Hypothesis: extending the C5 trigger to single-fire on Option B convergence reasons closes the silent-failure gap without weakening the existing soft-LLM-signal path.","Extended _should_fire_c5() with an optional convergence_reason kwarg (default None preserves existing call-site behavior). Two single-fire paths added via a frozenset of Option B convergence reasons: hard_stop_bridge_unreachable + hard_stop_bridge_attestation_missing. Updated the single runner call site at run_term_injection.py:2003 to pass the live convergence_reason. Added _format_reachability_violations_block helper that reads gates_result.bridge_violations (list[str], unreachable case) or gates_result.violation (singular str, attestation case — wrapped to list at format time) and renders the block conditionally. Wired through _call_c5_sourcing as a new reachability_violations parameter; substituted into the C5 prompt template between [TERM CONTEXT] and [CATALOG]. 14 new tests (6 trigger detection + 8 prompt assembly).","Implementation landed in commit 8b8a701 (391/391 pytest pass; 0 cost, pure code). Bug caught during tests: original prompt preamble used backtick-quoted curly-brace syntax for placeholder names which _fill_template substituted along with the body's actual placeholder; preamble updated to reference placeholder names without curly braces. Bug caught during Step 0 read: brief assumed gates_result.violations for both Option B convergence reasons but actual fields are bridge_violations (list) for unreachable and violation (singular str) for attestation_missing — helper handles both with the singular-to-list wrap. Path (a) consecutive scope_sanity=no preserved verbatim; path (b) Option B single-fire is alternative not replacement.","C5 trigger correctly matches the gate's deterministic single-fire shape. Soft-LLM-signal path stays conservative (consecutive twice). The trigger is now decoupled enough that future iteration-only convergence reasons can be added by extending the frozenset only — no signature change, no test rewrites. Closure 1/4 of 4 in the C5 + Option B Stage.",c5_closure_1_of_4,false,false
87,2026-04-28,c5_option_b_e2e_validated_on_bg027,"Closure 1/4 wired the trigger and prompt. SCENARIO ALPHA expectation: a single live BG027 run should exercise the full chain (gate fires → C5 fires single-fire → C5 LLM produces reachability-focused recommendations → validation classifies them per Q2 matrix → BAR row written with status=needs_data_extension). Hypothesis: integration works on the first end-to-end exercise; if not, a downstream gap reveals itself.","Single live BG027 run with --budget-cap 0.75. Result: SCENARIO ALPHA confirmed end-to-end. iter-1 LLM emitted CTE-wrapped BWART='201' SQL through seri-MBLNR bridge; Option B gate parsed SQL with column-lineage tracing through CTE projections, identified unreachable filter, refused with 4 violation strings citing DAR-00527; convergence_reason=hard_stop_bridge_unreachable; bridge_coverage_consulted populated with DAR-00528 (via Phase 4 Gap D third union source); _should_fire_c5 returned True via path-b single-fire (iter count = 1 makes path-a inapplicable); C5 prompt assembled with [REACHABILITY VIOLATIONS] block (input_tokens=6346, +~500 vs Q1 baseline = block presence verified by token count); C5 LLM emitted 5 recommendations across primary + hypothesis tiers; validation classified them per Q2 matrix (case_a=3 verified: EQUZ/ILOA/IFLOT; case_b=0; case_c=2 divergence_warning: EQBS/SER03; case_d=0 zero hallucinations); BAR-00007 written with status=needs_data_extension and all C5 metadata fields populated.","Total cost $0.481 / $0.75 ceiling (iteration $0.440 + C5 $0.041). Recommendations are reachability-focused (equipment time-segments, location bridges, service serials) rather than generic catalog scans — empirical confirmation that the [REACHABILITY VIOLATIONS] block's grounding works as designed. Convergence_reason preserved through finalization (Gap C fix from Phase 4 commit 856eb8e holds). status=needs_data_extension set via the existing override logic when at least one usable C5 grade exists. Captured in commit 451e3b4.",SCENARIO ALPHA on first integration run — all four closure-2/4 chain components compose correctly. The full stack from analyzer (Phase 1) through gate (Phase 2) through directive + attestation (Phase 3) through end-to-end + Gap B/C/D fixes (Phase 4) through trigger broadening (Closure 1/4) works on one real LLM call without iteration. Closure 2/4 of 4.,c5_closure_2_of_4,false,false
88,2026-04-28,c5_demo_ready_ui_surface_complete,Closure 2/4 produced a system-correct BAR-00007 in DuckDB but with no analyst-visible surface. Hypothesis: a Streamlit section rendering the latest BAR row inside the Business Glossary's Detail tab (per the C5 sourcing-recommendations design) closes the demo-readiness loop without requiring runner or schema changes.,"Created app/_bar_section.py (~290 LOC, single public entry render_bar_section). Status palette distinct from business_glossary.status palette (workflow state) so analysts don't conflate the two dimensions: needs_data_extension=amber/warning, converged=green/success, hard_stop=red/error, failed=darker-red. Sourcing recommendations grouped by tier (primary/hypothesis/customer_namespace) with grade-colored left-border cards. Reachability violations expander default-open for Option B hard-stops; bridge_coverage_consulted DAR list expander default-collapsed. 15-LOC integration in Business_Glossary.py tab_detail wrapped in try/except. Smoke-tested via direct render against BAR-00007 (17/17 content checks pass — NEEDS DATA EXTENSION badge, all 5 recommendations, tier groupings, grade colors, violations expander, DAR-00528 citation). Streamlit AppTest end-to-end on full Business_Glossary.py: 0 exceptions, 11 subheaders including new section, 5 tabs all load.","Browser visual look (CSS rendering, color contrast) NOT independently verified — AppTest validates HTML/markdown structure and exception-freeness, not CSS. Pre-existing pyarrow ArrowTypeError on unrelated min_value column logged but not raised, not caused by this commit. Captured in commit 4c4db9f.",Demo-readiness loop closed on the C5 + Option B architectural arc. Analyst workflow now end-to-end: select term → see status=needs_data_extension prominently → see 5 sourcing candidates with grade indicators → see reachability evidence motivating refusal → see DAR audit trail → decide whether to extend scope or reject. Closure 3/4 of 4. Visual QA against a live browser remains a manual check before any production demo.,c5_closure_3_of_4,false,false
89,2026-04-28,c3_c4_empirical_validation_passed_post_phase_2_followup,"After Phase 2 follow-up fix (commit da27728) closed the unqualified-outer-filter escape hatch in bridge_coverage_gate, BG027 should converge to SCENARIO ALPHA (status=needs_data_extension, hard_stop_bridge_unreachable, C5 fires, all 10 attestation fields populated).","Ran scripts/run_term_injection.py --term-id BG027 against the post-fix stack. Inspected BAR-00010 in DuckDB across all 10 attestation fields, gates_result.bridge_coverage, sourcing_recommendations summary.","SCENARIO ALPHA confirmed. BAR-00010: status=needs_data_extension, convergence_reason=hard_stop_bridge_unreachable, iterations_count=1, gates_result.bridge_coverage=fail, C5 fired (5 recs: A=2 B=0 C=3 D=0, cost=$0.0377), all 10 attestation fields populated. tars_consulted=5 ids (TAR-00001/00006/00009/...), stage_a_blockers_consumed=[iter1.b0]. Run cost $0.4874 LLM + $0.0377 C5.",C3 (TAR attestation) + C4 (Stage A blocker attestation) + Phase 2 follow-up gate fix all empirically validated end-to-end on real LLM. The full architectural arc (data-side gate -> C5 sourcing recs -> needs_data_extension status -> attestation audit trail) works deterministically across both qualified and unqualified outer-filter CTE idioms.,,,
90,2026-04-29,c6_empirically_validated_stage_e_refuses_bg027,"Post-C6 dispatcher branch should fire when latest BAR has status='needs_data_extension', returning structured refusal before any LLM call. Target: BG027 BAR-00010 (status=needs_data_extension; convergence_reason=hard_stop_bridge_unreachable).",Programmatic $0 smoke test: mocked claude_api._post_claude with side_effect=raise_if_called; called create_s2t_with_implementation(term_id='BG027'); asserted refusal metadata + LLM call_count==0. Pre-validation state: HEAD=5ffa69f (TAR validation fix); BG027.status=scope_confirmed (reverted in 7ccaaa5); C6 implementation at c9afac0.,"All assertions passed. Dispatcher refused on BAR-00010 with _refusal_kind='bar_needs_data_extension', _bar_id='BAR-00010', _bar_status='needs_data_extension', _bar_convergence_reason='hard_stop_bridge_unreachable'. _bridge_violations[1] from iteration_trace.gates_result surfaced into refusal payload. _post_claude.call_count=0 (LLM never called). SCENARIO alpha confirmed at programmatic level.","Architectural arc closes end-to-end. Stage D iteration runner (Option B Phases 1-4 + C5 closure + Theme 1 + Phase 2 follow-up) catches LLM-overconfident-yes deterministically via bridge_coverage_gate with column-lineage tracing. Stage E (C6) honors iteration verdict via BAR-status dispatcher branch + per-call bridge_coverage_gate + DIRECTIVE 3h + bridge_coverage_consulted attestation audit. Demo punchline: BG027 click-through at Stage E now produces structured refusal with sourcing recommendations + reachability violations via _bar_section.render_bar_section, NOT HIGH-confidence wrong SQL. Manual browser visual QA pending (user-driven).",c6_empirical_validation,false,false
91,2026-04-29,lock_demo_happy_path_term_candidate_b_goods_receipts,"Demo needs a happy-path contrast to BG027 that exercises the SAME architectural machinery — bridge_coverage_gate evaluating reachable filter values — rather than a binary works-vs-refuses split. Candidate B (Total Goods Receipts by month, filter BWART='101') uses the same scope tables as BG027 (mseg + mkpf) and consults the same bridge_coverage_by_filter DAR (DAR-00527). Demo audience watches the same gate evaluate-and-pass instead of evaluate-and-refuse — architectural unity beats binary contrast.","An investigation report (audit artifact, not committed) considered 5 candidates against analyzer reuse, convergence likelihood, demo narrative strength, and cost/time budget. Locked Candidate B as primary; backups: C (Equipment by manufacturer, ~$0.95/~30min, single-table safety net) and A (PO Open Aging, ~$1.50/~60min, different domain). Walk deferred to fresh session per Option 2 — selection is the load-bearing judgment call (made tonight while warm on architecture); walk is mechanical multi-Stage workflow (benefits from fresh attention).","Decision locked. Stage B fill needs only mkpf.magnitude (1 LLM analyzer, ~$0.075-0.10); other analyzers either already covered (mseg=7, ekko=8 FULL) or deterministic ($0). End-to-end estimate: ~$1.20 LLM + ~50 minutes interactive across Stages A→E. Convergence likelihood VERY HIGH — BWART='101' empirically reachable per DAR-00527; bridge_coverage_gate verified to fire and pass on this filter shape during BG027's BAR-00010 run when DAR-00527 was authored.",Candidate B locked as demo's happy-path contrast term. Walk happens in fresh session. Investigation context preserved in an uncommitted session note. Backups identified. This KD captures both the decision and the architectural reasoning (gate-evaluation unity over binary works/refuses framing) so the rationale survives the session boundary.,demo_term_selection,false,false
92,2026-04-29,ki112_ki113_empirically_validated_stage_c_self_corrects,"After KI-112 (SQL-constraints prompt directive on column-table locality + BUDAT/BLDAT/CPUDT header-vs-line pattern) and KI-113 (error_message column threaded from _execute_query through build_query_row through _render_query_results into LLM next-turn bundle), the Stage C runner should produce declared_sufficient=True for BG029 — the term that hit Stage 3 budget exhaustion in TARRUN-20260429123641-BG029 due to BUDAT-on-mseg column-table hallucination + invisible binder errors.","Re-ran scripts/run_term_eda.py --term-id BG029 --executed-by analyst against commit dbf01a0. Captured stderr to ki112_ki113_validation.log and stdout (run result dict) to ki112_ki113_validation_output.json. Inspected each query row's status, error_message, and SQL pattern for evidence of self-correction across turns.","SCENARIO β fired (negative-feedback loop): the LLM never re-emitted the original BUDAT-on-mseg pattern (KI-112 directive worked) but did hit a sibling typing error — TO_DATE(h.BUDAT, 'YYYY-MM-DD') in Turn 1 (Catalog Error: to_date does not exist) and SUBSTR(h.BUDAT,1,7) in Turn 2 (Binder Error: No function 'substr(DATE, INT, INT)'). The Turn 2 binder error explicitly named DATE as the type; the LLM read the error_message in the next-turn bundle and emitted DATE_TRUNC('month', h.BUDAT) in Turn 3 — correct DuckDB-native operation on the existing DATE column. 13 query rows total (7 success / 6 error); 2 sufficiency_loop iterations (was 4); 3 stage-3 queries (was 10; budget NOT exhausted). declared_sufficient=True; confidence=high; term advances to ready_for_s2t (was term_eda_pending). TAR-00044 superseded → TAR-00065. Blocker (BWART filter) marked not_applicable via DAR-00534 citation. Cost ~$0.23 actual vs $0.50-0.70 expected (under ceiling). Run TARRUN-20260429134342-BG029 in 92.7s, 7 LLM turns.",KI-113's negative-feedback loop is the load-bearing fix. KI-112's directive prevents the most-frequent failure mode (column-table mismatch) but the LLM can still hit unrelated typing errors; KI-113 surfaces those errors so the LLM corrects within 1-2 turns instead of looping until budget exhaustion. Stage C now produces ready_for_s2t terms reliably for the BG029 demo path. Stage E Create S2T button is available in the UI for BG029.,ki112_ki113_empirical_validation,false,false
93,2026-05-04,removed_create_s2t_old_pre_p72_fallback,One-week green-runs gate from decision #76 cleared 2026-04-26; the legacy pre-migration fallback safe to delete after 8 days of additional production runs.,Deleted _create_s2t_with_implementation_OLD_PRE_P72 from app/claude_api.py; removed obsolete pointer-comment block above _resolve_term_scope; deleted scripts/ab_test_p75.py (sole remaining caller — its A/B token-efficiency evidence is preserved in decision #77); removed pending bullet from CLAUDE.md.,"claude_api.py parses cleanly; grep for OLD_PRE_P72 returns only the audit-trail mentions in known_decisions.csv (#76,#77) and known_issues.csv. No live code references remain.",Legacy path fully cleaned. Helper-based create_s2t_with_implementation is now the only Create-S2T path; no backward-compat shim retained.,cleanup_phase_15a_old_path_removal,false,false
94,2026-05-05,ki96_ghost_resolved_minimal_observability_piece_shipped_pre_demo,Commit bfc7b4f (2026-04-26) shipped the minimal _truncate observability piece — stderr WARNING + in-bundle [BUNDLE WARNING:...] footer — three days before the demo checkpoint 2ce7bc0 (2026-04-29). The KI-96 risk profile (silent tail-cut consumed by attestation echoes as if complete) is therefore eliminated for the actionable scope; the demo flow operated on visibly-warned content rather than silently truncated content. The bug filer's deferred fix-shapes 2 and 3 (budget-aware section ordering + budget-aware row count in loaders) are architecture work adjacent to the term-analysis runner — implementing them now would be throwaway against its forthcoming bundle redesign.,Confirmed _truncate at scripts/_context_assembler.py:499-528 has both stderr warning AND in-bundle [BUNDLE WARNING: ...] footer per commit bfc7b4f. Confirmed commit date 2026-04-26 precedes demo checkpoint 2ce7bc0 (2026-04-29). Marked KI-96 status=resolved with citation to bfc7b4f. Deferred fix-shapes 2 and 3 absorb into the term-analysis runner's redesign scope (the budget-allocation policy / section-priority / loader cooperation surface is what that redesign covers).,"KI-96 closed as ghost-resolved on actionable scope. Centralised observability in _truncate covers all 7 layer call sites (static, dynamic, TAR, ontology, examples, business, archived). Per the bfc7b4f body: post-fix BG027 baseline shows ~150 token TAR-tail residual truncation (improvement from ~240 pre-fix), and the warning is now visible in-band so any over-budget condition is loud rather than silent.","KI-96 minimum-fix-shape (logging + footer) shipped; deferred design pass (budget-aware section ordering, budget-aware loader row counts) absorbs into the term-analysis runner redesign scope. Decision: do not pre-implement the deferred shapes ahead of that redesign — risk of throwaway abstraction.",ki96_close,false,false
