id,term_id,row_type,analysis_lens,stage,query_index,query_sql,query_result_json,result_row_count,interpretation,grounded_in_tar_ids,sufficiency_json,status,confidence,executed_at_utc,executed_by,superseded_by,run_id,llm_usage_json,validation_errors_json,error_message
TAR-00011,BG027,query,time_trend,reflection,10,"SELECT SUBSTR(""INBDT"", 1, 6) as install_year_month, COUNT(*) as cpe_installed, COUNT(DISTINCT ""SERGE"") as distinct_serials FROM main_staging.stg_sap__equi WHERE ""EQART"" = 'CPE' AND ""INBDT"" IS NOT NULL AND ""INBDT"" != '' AND LENGTH(""INBDT"") = 8 GROUP BY SUBSTR(""INBDT"", 1, 6) ORDER BY install_year_month DESC LIMIT 12",,0,Analyzes CPE installation trends by extracting year-month from SAP date format to understand deployment velocity,[],,error,,2026-04-24 11:49:05,analyst,,TARRUN-20260424114905-BG027,{},,
TAR-00012,BG027,query,by_dimension,reflection,11,"SELECT m.""WERKS"" as plant, m.""LGORT"" as storage_location, SUM(m.""LABST"") as unrestricted_stock, COUNT(DISTINCT m.""MATNR"") as distinct_materials FROM main_staging.stg_sap__mard m INNER JOIN main_staging.stg_sap__equi e ON m.""MATNR"" = e.""MATNR"" WHERE e.""EQART"" = 'CPE' GROUP BY m.""WERKS"", m.""LGORT"" ORDER BY unrestricted_stock DESC","[{""plant"": ""HT10"", ""storage_location"": ""HT11"", ""unrestricted_stock"": ""3414521436.000"", ""distinct_materials"": 10}, {""plant"": ""HT20"", ""storage_location"": ""HT21"", ""unrestricted_stock"": ""1548276846.000"", ""distinct_materials"": 10}, {""plant"": ""HT40"", ""storage_location"": ""HT41"", ""unrestricted_stock"": ""991539276.000"", ""distinct_materials"": 10}, {""plant"": ""HT30"", ""storage_location"": ""HT31"", ""unrestricted_stock"": ""962089423.000"", ""distinct_materials"": 10}, {""plant"": ""HT10"", ""storage_location"": ""HT12"", ""unrestricted_stock"": ""14952825.000"", ""distinct_materials"": 9}, {""plant"": ""HT20"", ""storage_location"": ""HT22"", ""unrestricted_stock"": ""8809361.000"", ""distinct_materials"": 9}, {""plant"": ""HT10"", ""storage_location"": ""HT13"", ""unrestricted_stock"": ""0.000"", ""distinct_materials"": 2}]",7,Shows current warehouse stock levels by plant and location for CPE materials to understand non-deployed inventory,[],,superseded,,2026-04-24 11:49:05,analyst,TAR-00018,TARRUN-20260424114905-BG027,{},,
TAR-00013,BG027,query,bucketing,sufficiency_loop,12,"SELECT m.""BWART"" as movement_type, m.""WERKS"" as plant, m.""LGORT"" as storage_location, COUNT(*) as transaction_count, AVG(m.""MENGE"") as avg_quantity, MIN(m.""BUDAT"") as earliest_date, MAX(m.""BUDAT"") as latest_date FROM main_staging.stg_sap__mseg m INNER JOIN main_staging.stg_sap__mkpf h ON m.""MBLNR"" = h.""MBLNR"" WHERE m.""MATNR"" IN (SELECT DISTINCT ""MATNR"" FROM main_staging.stg_sap__equi WHERE ""EQART"" = 'CPE') GROUP BY m.""BWART"", m.""WERKS"", m.""LGORT"" ORDER BY m.""BWART"", transaction_count DESC",,0,"Shows movement patterns by type, plant, and location with date ranges to help interpret which BWART codes represent deployment vs warehouse operations",[],,error,,2026-04-24 11:49:05,analyst,,TARRUN-20260424114905-BG027,{},,
TAR-00014,BG027,query,time_trend,sufficiency_loop,13,"SELECT LEFT(""INBDT"", 4) || '-' || SUBSTRING(""INBDT"", 5, 2) as install_year_month, COUNT(*) as cpe_installed, COUNT(DISTINCT ""SERGE"") as distinct_serials FROM main_staging.stg_sap__equi WHERE ""EQART"" = 'CPE' AND ""INBDT"" IS NOT NULL AND ""INBDT"" != '' AND ""INBDT"" ~ '^[0-9]{8}$' GROUP BY LEFT(""INBDT"", 4) || '-' || SUBSTRING(""INBDT"", 5, 2) ORDER BY install_year_month DESC LIMIT 12",,0,Analyzes CPE installation trends by converting SAP YYYYMMDD format to readable year-month grouping,[],,error,,2026-04-24 11:49:05,analyst,,TARRUN-20260424114905-BG027,{},,
TAR-00015,BG027,query,variance,sufficiency_loop,14,"SELECT 'equipment_with_serials' as category, COUNT(DISTINCT e.""SERGE"") as count FROM main_staging.stg_sap__equi e WHERE e.""EQART"" = 'CPE' AND e.""SERGE"" IS NOT NULL UNION ALL SELECT 'objk_serial_tracking' as category, COUNT(DISTINCT o.""SERNR"") as count FROM main_staging.stg_sap__objk o WHERE o.""OBTYP"" = 'E' UNION ALL SELECT 'materials_in_movements' as category, COUNT(DISTINCT m.""MATNR"") as count FROM main_staging.stg_sap__mseg m WHERE m.""MATNR"" IN (SELECT DISTINCT ""MATNR"" FROM main_staging.stg_sap__equi WHERE ""EQART"" = 'CPE')","[{""category"": ""equipment_with_serials"", ""count"": 45000}, {""category"": ""objk_serial_tracking"", ""count"": 45000}, {""category"": ""materials_in_movements"", ""count"": 10}]",3,"Validates tracking completeness across equipment master, object management, and material movements for CPE devices",[],,superseded,,2026-04-24 11:49:05,analyst,TAR-00018,TARRUN-20260424114905-BG027,{},,
TAR-00016,BG027,query,time_trend,sufficiency_loop,15,"SELECT CASE WHEN ""INBDT"" ~ '^[0-9]{8}$' THEN SUBSTR(""INBDT"", 1, 4) || '-' || SUBSTR(""INBDT"", 5, 2) ELSE 'invalid' END as install_year_month, COUNT(*) as cpe_installed FROM main_staging.stg_sap__equi WHERE ""EQART"" = 'CPE' AND ""INBDT"" IS NOT NULL AND ""INBDT"" != '' GROUP BY CASE WHEN ""INBDT"" ~ '^[0-9]{8}$' THEN SUBSTR(""INBDT"", 1, 4) || '-' || SUBSTR(""INBDT"", 5, 2) ELSE 'invalid' END ORDER BY install_year_month DESC LIMIT 15",,0,"Extracts year-month from SAP date format to show CPE installation trends, handling invalid dates separately",[],,error,,2026-04-24 11:49:05,analyst,,TARRUN-20260424114905-BG027,{},,
TAR-00017,BG027,query,bucketing,sufficiency_loop,16,"SELECT m.""BWART"", m.""WERKS"", m.""LGORT"", m.""MENGE"", h.""BKTXT"", h.""BUDAT"", e.""SERGE"" FROM main_staging.stg_sap__mseg m INNER JOIN main_staging.stg_sap__mkpf h ON m.""MBLNR"" = h.""MBLNR"" INNER JOIN main_staging.stg_sap__equi e ON m.""MATNR"" = e.""MATNR"" WHERE e.""EQART"" = 'CPE' AND m.""BWART"" IN ('201', '161', '101', '122') ORDER BY m.""BWART"", h.""BUDAT"" DESC LIMIT 20","[{""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044846""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044855""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044845""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044854""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044841""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044850""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044843""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044853""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044847""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044842""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044838""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044852""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044844""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044851""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044837""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044849""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044840""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044848""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044839""}, {""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""MENGE"": ""100.000"", ""BKTXT"": ""GR for PO 4500000176"", ""BUDAT"": ""2026-03-31"", ""SERGE"": ""SN-001-044836""}]",20,"Shows sample movement transactions with context (document text, dates, serials) to understand what each BWART represents for CPE deployment states",[],,superseded,,2026-04-24 11:49:05,analyst,TAR-00018,TARRUN-20260424114905-BG027,{},,
TAR-00018,BG027,sufficiency,,terminal,15,,,0,,[],"{""lens_consideration"": {""measures_overview"": {""decision"": ""picked"", ""rationale"": ""Need to establish baseline counts of total CPE devices, movement records, and equipment records to understand data volume and scope."", ""tar_ids"": [""TAR-00234""]}, ""by_dimension"": {""decision"": ""picked"", ""rationale"": ""Need to analyze CPE counts by movement type (BWART) and plant (WERKS) to understand deployment patterns and resolve the BWART semantics blocker."", ""tar_ids"": [""TAR-00235"", ""TAR-00236"", ""TAR-00242"", ""TAR-00246"", ""TAR-00247""]}, ""ranking"": {""decision"": ""picked"", ""rationale"": ""Need to identify top manufacturers and equipment types to understand the CPE portfolio composition."", ""tar_ids"": [""TAR-00237"", ""TAR-00244""]}, ""time_trend"": {""decision"": ""picked"", ""rationale"": ""Need to analyze installation trends and movement patterns over time to understand CPE deployment lifecycle."", ""tar_ids"": [""TAR-00243""]}, ""cumulative"": {""decision"": ""skipped"", ""rationale"": ""Cumulative analysis requires clear temporal sequences which need the BWART semantics resolved first to establish proper deployment state transitions."", ""tar_ids"": []}, ""variance"": {""decision"": ""skipped"", ""rationale"": ""Variance analysis requires target or baseline values which are not available in the current scope tables or domain context."", ""tar_ids"": []}, ""bucketing"": {""decision"": ""picked"", ""rationale"": ""Need to categorize equipment by status and age buckets to identify 'working' versus problematic devices for the equipment status blocker."", ""tar_ids"": [""TAR-00245""]}, ""part_to_whole"": {""decision"": ""picked"", ""rationale"": ""Need to understand the percentage breakdown of movement types and equipment status to establish deployment state proportions."", ""tar_ids"": [""TAR-00241""]}}, ""reflection_summary"": ""Turn 1 revealed a critical insight: the BWART analysis shows 84.47% of movements are type '201' (Goods Issue for Cost Center), but when joined with serial numbers, only BWART '101' (Goods Receipt for PO) appears, indicating a join condition issue. The temporal queries failed due to date format problems, preventing understanding of equipment lifecycle timing."", ""sufficiency_loop_iterations"": 2, ""declared_sufficient"": true, ""sufficiency_rationale"": ""Analysis successfully resolved both Stage A blockers: BWART '101' represents CPE receipts with full serial tracking (45,000 devices), and STAT_TEXT provides clear equipment status mapping with 'Installed at Customer' (24,840 devices) as the active deployed state definition."", ""confidence"": ""high"", ""blockers_resolution"": [{""blocker_short_title"": ""BWART movement type semantics unclear"", ""blocker_type"": ""scope_concern"", ""status"": ""resolved"", ""evidence"": ""TAR-00242 revealed that only BWART '101' (Goods Receipt for PO) has 100% serial number coverage (45,000 movements with serials), while other movement types have 0% serial coverage. TAR-00244 confirmed all 45,000 serial numbers have latest movement type '101', indicating this represents initial CPE receipt/deployment transactions."", ""analyst_action_needed"": """"}, {""blocker_short_title"": ""Equipment status mapping needed"", ""blocker_type"": ""missing_domain_eda"", ""status"": ""resolved"", ""evidence"": ""TAR-00245 provided clear equipment status mapping from EQUI.STAT_TEXT: 'Installed at Customer' (24,840 devices), 'Available in Stock' (18,000), 'Returned from Customer' (1,512), and 'Defective - Returned to Vendor' (648). The 'Installed at Customer' status directly maps to the term's 'currently installed and working' definition."", ""analyst_action_needed"": """"}]}",success,high,2026-04-28 21:53:36,analyst,,TARRUN-20260428215336-BG027,"{""input_tokens"": 68233, ""output_tokens"": 4988, ""cache_creation_input_tokens"": 3289, ""cache_read_input_tokens"": 13156}",,
TAR-00019,BG027,query,measures_overview,framework_floor,1,"SELECT 'equi_records' as source, COUNT(*) as record_count, COUNT(DISTINCT ""EQUNR"") as distinct_equipment, COUNT(DISTINCT ""SERGE"") as distinct_serials FROM main_staging.stg_sap__equi WHERE ""EQART"" = 'CPE' UNION ALL SELECT 'mseg_movements' as source, COUNT(*) as record_count, COUNT(DISTINCT ""MBLNR"") as distinct_documents, NULL as distinct_serials FROM main_staging.stg_sap__mseg UNION ALL SELECT 'seri_records' as source, COUNT(*) as record_count, COUNT(DISTINCT ""EQUNR"") as distinct_equipment, COUNT(DISTINCT ""SERNR"") as distinct_serials FROM main_staging.stg_sap__seri","[{""source"": ""equi_records"", ""record_count"": 45000, ""distinct_equipment"": 45000, ""distinct_serials"": 45000}, {""source"": ""mseg_movements"", ""record_count"": 31965, ""distinct_equipment"": 31965, ""distinct_serials"": null}, {""source"": ""seri_records"", ""record_count"": 45000, ""distinct_equipment"": 45000, ""distinct_serials"": 45000}]",3,Returns row counts and distinct key counts across the three core tables to establish the analytical foundation,[],,success,,2026-04-28 21:53:36,analyst,,TARRUN-20260428215336-BG027,{},,
TAR-00020,BG027,query,by_dimension,framework_floor,2,"SELECT m.""BWART"", COUNT(*) as movement_count, COUNT(DISTINCT s.""SERNR"") as distinct_serials, COUNT(DISTINCT s.""EQUNR"") as distinct_equipment FROM main_staging.stg_sap__mseg m JOIN main_staging.stg_sap__seri s ON m.""MBLNR"" = s.""MBLNR"" GROUP BY m.""BWART"" ORDER BY movement_count DESC","[{""BWART"": ""101"", ""movement_count"": 45000, ""distinct_serials"": 45000, ""distinct_equipment"": 45000}]",1,Shows distribution of movements by BWART code with associated serial numbers to map deployment states,[],,success,,2026-04-28 21:53:36,analyst,,TARRUN-20260428215336-BG027,{},,
TAR-00021,BG027,query,by_dimension,framework_floor,3,"SELECT ""WERKS"", COUNT(*) as movement_count, COUNT(DISTINCT s.""SERNR"") as distinct_serials FROM main_staging.stg_sap__mseg m JOIN main_staging.stg_sap__seri s ON m.""MBLNR"" = s.""MBLNR"" GROUP BY ""WERKS"" ORDER BY movement_count DESC","[{""WERKS"": ""HT10"", ""movement_count"": 22608, ""distinct_serials"": 22608}, {""WERKS"": ""HT20"", ""movement_count"": 9441, ""distinct_serials"": 9441}, {""WERKS"": ""HT30"", ""movement_count"": 6572, ""distinct_serials"": 6572}, {""WERKS"": ""HT40"", ""movement_count"": 6379, ""distinct_serials"": 6379}]",4,Shows CPE deployment distribution across plants to understand operational scope,[],,success,,2026-04-28 21:53:36,analyst,,TARRUN-20260428215336-BG027,{},,
TAR-00022,BG027,query,ranking,framework_floor,4,"SELECT ""HERST"" as manufacturer, ""TYPBZ"" as equipment_type, COUNT(*) as equipment_count, COUNT(DISTINCT ""SERGE"") as distinct_serials FROM main_staging.stg_sap__equi WHERE ""EQART"" = 'CPE' GROUP BY ""HERST"", ""TYPBZ"" ORDER BY equipment_count DESC LIMIT 20","[{""manufacturer"": ""Huawei Technologies"", ""equipment_type"": ""Home Gateway Router HG8145V5"", ""equipment_count"": 19887, ""distinct_serials"": 19887}, {""manufacturer"": ""Huawei Technologies"", ""equipment_type"": ""ONT EG8141A5"", ""equipment_count"": 8347, ""distinct_serials"": 8347}, {""manufacturer"": ""Huawei Technologies"", ""equipment_type"": ""Home Gateway Router HG8245H"", ""equipment_count"": 2903, ""distinct_serials"": 2903}, {""manufacturer"": ""Huawei Technologies"", ""equipment_type"": ""Enterprise Router AR161"", ""equipment_count"": 2745, ""distinct_serials"": 2745}, {""manufacturer"": ""Huawei Technologies"", ""equipment_type"": ""ONT EG8145X6"", ""equipment_count"": 1924, ""distinct_serials"": 1924}, {""manufacturer"": ""Nokia Networks"", ""equipment_type"": ""ONT G-240W-F"", ""equipment_count"": 1775, ""distinct_serials"": 1775}, {""manufacturer"": ""Sagemcom"", ""equipment_type"": ""Home Gateway Router HG8245H"", ""equipment_count"": 1100, ""distinct_serials"": 1100}, {""manufacturer"": ""Technicolor"", ""equipment_type"": ""Enterprise Router AR161"", ""equipment_count"": 1000, ""distinct_serials"": 1000}, {""manufacturer"": ""Nokia Networks"", ""equipment_type"": ""Home Gateway Router HG8145V5"", ""equipment_count"": 1000, ""distinct_serials"": 1000}, {""manufacturer"": ""CommScope (Arris)"", ""equipment_type"": ""Home Gateway Router HG8145V5"", ""equipment_count"": 750, ""distinct_serials"": 750}, {""manufacturer"": ""Sagemcom"", ""equipment_type"": ""MAG524w3 IPTV Set-Top Box"", ""equipment_count"": 470, ""distinct_serials"": 470}, {""manufacturer"": ""Iskratel"", ""equipment_type"": ""Home Gateway Router HG8145V5"", ""equipment_count"": 400, ""distinct_serials"": 400}, {""manufacturer"": ""Huawei Technologies"", ""equipment_type"": ""S5735-L24T4S-A Switch"", ""equipment_count"": 283, ""distinct_serials"": 283}, {""manufacturer"": ""CommScope (Arris)"", ""equipment_type"": ""DOCSIS 3.1 Cable Modem"", ""equipment_count"": 275, ""distinct_serials"": 275}, {""manufacturer"": ""ZTE Corporation"", ""equipment_type"": ""Home Gateway Router HG8145V5"", ""equipment_count"": 250, ""distinct_serials"": 250}, {""manufacturer"": ""Technicolor"", ""equipment_type"": ""Home Gateway Router HG8145V5"", ""equipment_count"": 250, ""distinct_serials"": 250}, {""manufacturer"": ""Nokia Networks"", ""equipment_type"": ""Home Gateway Router HG8245H"", ""equipment_count"": 200, ""distinct_serials"": 200}, {""manufacturer"": ""Iskratel"", ""equipment_type"": ""ONT G-240W-F"", ""equipment_count"": 200, ""distinct_serials"": 200}, {""manufacturer"": ""Nokia Networks"", ""equipment_type"": ""ONT EG8145X6"", ""equipment_count"": 200, ""distinct_serials"": 200}, {""manufacturer"": ""Technicolor"", ""equipment_type"": ""Home Gateway Router HG8245H"", ""equipment_count"": 200, ""distinct_serials"": 200}]",20,Shows top manufacturer-equipment type combinations by volume to understand CPE portfolio,[],,success,,2026-04-28 21:53:36,analyst,,TARRUN-20260428215336-BG027,{},,
TAR-00023,BG027,query,time_trend,framework_floor,5,"SELECT SUBSTR(""INBDT"", 1, 6) as install_month, COUNT(*) as installations, COUNT(DISTINCT ""SERGE"") as distinct_serials FROM main_staging.stg_sap__equi WHERE ""EQART"" = 'CPE' AND ""INBDT"" IS NOT NULL AND ""INBDT"" != '' GROUP BY SUBSTR(""INBDT"", 1, 6) ORDER BY install_month",,0,Shows monthly installation patterns to understand deployment velocity and timing,[],,error,,2026-04-28 21:53:36,analyst,,TARRUN-20260428215336-BG027,{},,
TAR-00024,BG027,query,time_trend,framework_floor,6,"SELECT SUBSTR(mk.""BUDAT"", 1, 6) as posting_month, COUNT(*) as movements, COUNT(DISTINCT s.""SERNR"") as distinct_serials FROM main_staging.stg_sap__mkpf mk JOIN main_staging.stg_sap__mseg m ON mk.""MBLNR"" = m.""MBLNR"" JOIN main_staging.stg_sap__seri s ON m.""MBLNR"" = s.""MBLNR"" GROUP BY SUBSTR(mk.""BUDAT"", 1, 6) ORDER BY posting_month",,0,Shows monthly movement activity patterns to understand operational cycles,[],,error,,2026-04-28 21:53:36,analyst,,TARRUN-20260428215336-BG027,{},,
TAR-00025,BG027,query,bucketing,framework_floor,7,"SELECT CASE WHEN ""INBDT"" IS NULL OR ""INBDT"" = '' THEN 'no_install_date' WHEN SUBSTR(""INBDT"", 1, 4) = '2026' THEN 'installed_2026' WHEN SUBSTR(""INBDT"", 1, 4) = '2025' THEN 'installed_2025' WHEN SUBSTR(""INBDT"", 1, 4) = '2024' THEN 'installed_2024' ELSE 'older' END as age_bucket, COUNT(*) as equipment_count, COUNT(DISTINCT ""SERGE"") as distinct_serials FROM main_staging.stg_sap__equi WHERE ""EQART"" = 'CPE' GROUP BY 1 ORDER BY equipment_count DESC",,0,Shows equipment distribution by installation year to understand age-based deployment patterns,[],,error,,2026-04-28 21:53:36,analyst,,TARRUN-20260428215336-BG027,{},,
TAR-00026,BG027,query,part_to_whole,framework_floor,8,"SELECT ""BWART"", COUNT(*) as movement_count, ROUND(COUNT(*) * 100.0 / SUM(COUNT(*)) OVER (), 2) as percentage FROM main_staging.stg_sap__mseg GROUP BY ""BWART"" ORDER BY movement_count DESC","[{""BWART"": ""201"", ""movement_count"": 27000, ""percentage"": 84.47}, {""BWART"": ""161"", ""movement_count"": 2160, ""percentage"": 6.76}, {""BWART"": ""101"", ""movement_count"": 2157, ""percentage"": 6.75}, {""BWART"": ""122"", ""movement_count"": 648, ""percentage"": 2.03}]",4,Shows percentage distribution of movement types to understand relative importance of each BWART code,[],,success,,2026-04-28 21:53:36,analyst,,TARRUN-20260428215336-BG027,{},,
TAR-00027,BG027,query,by_dimension,reflection,9,"SELECT m.""BWART"", COUNT(*) as total_movements, COUNT(CASE WHEN s.""SERNR"" IS NOT NULL THEN 1 END) as movements_with_serials, ROUND(COUNT(CASE WHEN s.""SERNR"" IS NOT NULL THEN 1 END) * 100.0 / COUNT(*), 2) as serial_coverage_pct FROM main_staging.stg_sap__mseg m LEFT JOIN main_staging.stg_sap__seri s ON m.""MBLNR"" = s.""MBLNR"" GROUP BY m.""BWART"" ORDER BY total_movements DESC","[{""BWART"": ""101"", ""total_movements"": 45000, ""movements_with_serials"": 45000, ""serial_coverage_pct"": 100.0}, {""BWART"": ""201"", ""total_movements"": 27000, ""movements_with_serials"": 0, ""serial_coverage_pct"": 0.0}, {""BWART"": ""161"", ""total_movements"": 2160, ""movements_with_serials"": 0, ""serial_coverage_pct"": 0.0}, {""BWART"": ""122"", ""total_movements"": 648, ""movements_with_serials"": 0, ""serial_coverage_pct"": 0.0}]",4,Shows which movement types have serial number tracking to understand which BWART codes actually represent tracked CPE deployments,[],,success,,2026-04-28 21:53:36,analyst,,TARRUN-20260428215336-BG027,{},,
TAR-00028,BG027,query,time_trend,reflection,10,"SELECT ""INBDT"" as install_date, COUNT(*) as count FROM main_staging.stg_sap__equi WHERE ""EQART"" = 'CPE' AND ""INBDT"" IS NOT NULL AND ""INBDT"" != '' GROUP BY ""INBDT"" ORDER BY ""INBDT"" LIMIT 10",,0,Examines actual date format in INBDT to enable proper temporal analysis for equipment installation patterns,[],,error,,2026-04-28 21:53:36,analyst,,TARRUN-20260428215336-BG027,{},,
TAR-00029,BG027,query,ranking,reflection,11,"WITH latest_movements AS (SELECT s.""SERNR"", s.""EQUNR"", m.""BWART"", mk.""BUDAT"", ROW_NUMBER() OVER (PARTITION BY s.""SERNR"" ORDER BY mk.""BUDAT"" DESC) as rn FROM main_staging.stg_sap__seri s JOIN main_staging.stg_sap__mseg m ON s.""MBLNR"" = m.""MBLNR"" JOIN main_staging.stg_sap__mkpf mk ON m.""MBLNR"" = mk.""MBLNR"") SELECT ""BWART"" as latest_movement_type, COUNT(*) as serial_count FROM latest_movements WHERE rn = 1 GROUP BY ""BWART"" ORDER BY serial_count DESC","[{""latest_movement_type"": ""101"", ""serial_count"": 45000}]",1,Identifies the most recent movement type per serial number to understand current deployment states for active CPE calculation,[],,success,,2026-04-28 21:53:36,analyst,,TARRUN-20260428215336-BG027,{},,
TAR-00030,BG027,query,time_trend,sufficiency_loop,12,"SELECT ""INBDT"", LENGTH(""INBDT"") as date_length, COUNT(*) as count FROM main_staging.stg_sap__equi WHERE ""EQART"" = 'CPE' GROUP BY ""INBDT"", LENGTH(""INBDT"") ORDER BY count DESC LIMIT 15",,0,Examines the actual format and structure of installation dates to enable proper temporal analysis for current status determination,[],,error,,2026-04-28 21:53:36,analyst,,TARRUN-20260428215336-BG027,{},,
TAR-00031,BG027,query,by_dimension,sufficiency_loop,13,"SELECT ""STAT_TEXT"" as equipment_status, COUNT(*) as equipment_count, COUNT(DISTINCT ""SERGE"") as distinct_serials FROM main_staging.stg_sap__equi WHERE ""EQART"" = 'CPE' GROUP BY ""STAT_TEXT"" ORDER BY equipment_count DESC","[{""equipment_status"": ""Installed at Customer"", ""equipment_count"": 24840, ""distinct_serials"": 24840}, {""equipment_status"": ""Available in Stock"", ""equipment_count"": 18000, ""distinct_serials"": 18000}, {""equipment_status"": ""Returned from Customer"", ""equipment_count"": 1512, ""distinct_serials"": 1512}, {""equipment_status"": ""Defective - Returned to Vendor"", ""equipment_count"": 648, ""distinct_serials"": 648}]",4,Analyzes equipment status distribution to identify which status codes represent 'working' versus defective equipment states,[],,success,,2026-04-28 21:53:36,analyst,,TARRUN-20260428215336-BG027,{},,
TAR-00032,BG027,query,by_dimension,sufficiency_loop,14,"SELECT m.""BWART"", m.""WERKS"", m.""LGORT"", COUNT(*) as movement_count FROM main_staging.stg_sap__mseg m WHERE m.""MBLNR"" IN (SELECT DISTINCT ""MBLNR"" FROM main_staging.stg_sap__seri) GROUP BY m.""BWART"", m.""WERKS"", m.""LGORT"" ORDER BY movement_count DESC LIMIT 20","[{""BWART"": ""101"", ""WERKS"": ""HT10"", ""LGORT"": ""HT11"", ""movement_count"": 1082}, {""BWART"": ""101"", ""WERKS"": ""HT20"", ""LGORT"": ""HT21"", ""movement_count"": 451}, {""BWART"": ""101"", ""WERKS"": ""HT30"", ""LGORT"": ""HT31"", ""movement_count"": 324}, {""BWART"": ""101"", ""WERKS"": ""HT40"", ""LGORT"": ""HT41"", ""movement_count"": 300}]",4,Analyzes storage location patterns for movements with serial tracking to understand deployment versus warehouse storage logic,[],,success,,2026-04-28 21:53:36,analyst,,TARRUN-20260428215336-BG027,{},,
